MUNCODMUN;"MUNNOMMUN";CALCODCAL;"CALCODSIG";"CALNOMCAL";"CALNOMCOR"
44;"OVIEDO                                            ";906;"LUGAR";"ULES                                              ";"ULES                     "
44;"OVIEDO                                            ";4134;"CALLE";"UNAM                                              ";"UNAM                     "
44;"OVIEDO                                            ";1732;"BARRO";"UÑA LA                                            ";"UÑA LA                   "
44;"OVIEDO                                            ";505;"CALLE";"URIA                                              ";"URIA                     "
44;"OVIEDO                                            ";506;"CALLE";"UROGALLO EL                                       ";"UROGALLO EL              "
44;"OVIEDO                                            ";2711;"LUGAR";"VALDEBLANCA                                       ";"VALDEBLANCA              "
44;"OVIEDO                                            ";3209;"LUGAR";"VALDEMORA                                         ";"VALDEMORA                "
44;"OVIEDO                                            ";3211;"LUGAR";"VALDERICA                                         ";"VALDERICA                "
44;"OVIEDO                                            ";793;"CALLE";"VALDES                                            ";"VALDES                   "
44;"OVIEDO                                            ";507;"CALLE";"VALDES SALAS                                      ";"VALDES SALAS             "
44;"OVIEDO                                            ";4082;"CALLE";"VALENCIA DE DON JUAN                              ";"VALENCIA DE DON JUAN     "
44;"OVIEDO                                            ";552;"CALLE";"VALENTIN ANDRES ALVAREZ                           ";"VALENTIN ANDRES ALVAREZ  "
44;"OVIEDO                                            ";508;"AVDA ";"VALENTIN MASIP                                    ";"VALENTIN MASIP           "
44;"OVIEDO                                            ";2416;"LUGAR";"VALLE                                             ";"VALLE                    "
44;"OVIEDO                                            ";509;"CALLE";"VALLE EL                                          ";"VALLE EL                 "
44;"OVIEDO                                            ";2524;"LUGAR";"VALLE EL-SAN CLAUDIO                              ";"VALLE EL-SAN CLAUDIO     "
44;"OVIEDO                                            ";2528;"BARRO";"VALLINA DE LA                                     ";"VALLINA DE LA            "
44;"OVIEDO                                            ";824;"CALLE";"VALLINA DE OLIVARES LA                            ";"VALLINA DE OLIVARES LA   "
44;"OVIEDO                                            ";3505;"LUGAR";"VALLINA LA                                        ";"VALLINA LA               "
44;"OVIEDO                                            ";4083;"CALLE";"VALPARAISO                                        ";"VALPARAISO               "
44;"OVIEDO                                            ";90000;"     ";"VARIAS CALLES DE OVIEDO                           ";"VARIAS CALLES DE OVIEDO  "
44;"OVIEDO                                            ";510;"CALLE";"VAZQUEZ DE MELLA                                  ";"VAZQUEZ DE MELLA         "
44;"OVIEDO                                            ";3337;"TRVA ";"VEGA DE LA-BOX                                    ";"VEGA DE LA-BOX           "
44;"OVIEDO                                            ";551;"LUGAR";"VEGA DEL CRISTO                                   ";"VEGA DEL CRISTO          "
44;"OVIEDO                                            ";1114;"LUGAR";"VEGA LA-LORIANA                                   ";"VEGA LA-LORIANA          "
44;"OVIEDO                                            ";2707;"LUGAR";"VEGA LA-SOGRANDIO                                 ";"VEGA LA-SOGRANDIO        "
44;"OVIEDO                                            ";2809;"LUGAR";"VEGA LA-TRUBIA                                    ";"VEGA LA-TRUBIA           "
44;"OVIEDO                                            ";1227;"CALLE";"VEGADEO                                           ";"VEGADEO                  "
44;"OVIEDO                                            ";3318;"LUGAR";"VEGUIN DE ABAJO                                   ";"VEGUIN DE ABAJO          "
44;"OVIEDO                                            ";3319;"LUGAR";"VEGUIN DE ARRIBA                                  ";"VEGUIN DE ARRIBA         "
44;"OVIEDO                                            ";511;"CALLE";"VELASQUITA GIRALDEZ                               ";"VELASQUITA GIRALDEZ      "
44;"OVIEDO                                            ";512;"CALLE";"VELAZQUEZ                                         ";"VELAZQUEZ                "
44;"OVIEDO                                            ";2010;"LUGAR";"VENTA DEL AIRE                                    ";"VENTA DEL AIRE           "
44;"OVIEDO                                            ";3406;"LUGAR";"VENTA LA-BRAÑES                                   ";"VENTA LA-BRAÑES          "
44;"OVIEDO                                            ";2708;"LUGAR";"VENTA LA-SOGRANDIO                                ";"VENTA LA-SOGRANDIO       "
44;"OVIEDO                                            ";553;"LUGAR";"VENTANIELLES ALTO                                 ";"VENTANIELLES ALTO        "
44;"OVIEDO                                            ";1724;"LUGAR";"VENTANIN EL                                       ";"VENTANIN EL              "
44;"OVIEDO                                            ";2714;"LUGAR";"VENTINA LA                                        ";"VENTINA LA               "
44;"OVIEDO                                            ";1512;"LUGAR";"VENTUCA                                           ";"VENTUCA                  "
44;"OVIEDO                                            ";513;"CALLE";"VENTURA RODRIGUEZ                                 ";"VENTURA RODRIGUEZ        "
44;"OVIEDO                                            ";514;"PASEO";"VERACRUZ                                          ";"VERACRUZ                 "
44;"OVIEDO                                            ";515;"CALLE";"VETUSTA                                           ";"VETUSTA                  "
44;"OVIEDO                                            ";221;"CALLE";"VIADUCTO MARQUINA                                 ";"VIADUCTO MARQUINA        "
44;"OVIEDO                                            ";516;"CALLE";"VICENTE ALEIXANDRE                                ";"VICENTE ALEIXANDRE       "
44;"OVIEDO                                            ";671;"CALLE";"VICENTE MIRANDA                                   ";"VICENTE MIRANDA          "
44;"OVIEDO                                            ";4111;"PLAZA";"VICTIMAS DEL TERRORISMO                           ";"VICTIMAS DEL TERRORISMO  "
44;"OVIEDO                                            ";517;"CALLE";"VICTOR CHAVARRI                                   ";"VICTOR CHAVARRI          "
44;"OVIEDO                                            ";518;"CALLE";"VICTOR HEVIA                                      ";"VICTOR HEVIA             "
44;"OVIEDO                                            ";520;"CALLE";"VICTOR SAENZ                                      ";"VICTOR SAENZ             "
44;"OVIEDO                                            ";3619;"LUGAR";"VIDAYAN                                           ";"VIDAYAN                  "
44;"OVIEDO                                            ";1605;"LUGAR";"VIESCA                                            ";"VIESCA                   "
44;"OVIEDO                                            ";4065;"PSAJE";"VIESCA LA                                         ";"VIESCA LA                "
44;"OVIEDO                                            ";4084;"CALLE";"VILLA CLARA                                       ";"VILLA CLARA              "
44;"OVIEDO                                            ";593;"LUGAR";"VILLAFRIA                                         ";"VILLAFRIA                "
44;"OVIEDO                                            ";521;"CALLE";"VILLAFRIA                                         ";"VILLAFRIA                "
44;"OVIEDO                                            ";2525;"LUGAR";"VILLAMAR                                          ";"VILLAMAR                 "
44;"OVIEDO                                            ";2541;"CMNO ";"VILLAMAR DE                                       ";"VILLAMAR DE              "
44;"OVIEDO                                            ";1855;"LUGAR";"VILLAMEJIL                                        ";"VILLAMEJIL               "
44;"OVIEDO                                            ";1007;"LUGAR";"VILLAMIANA                                        ";"VILLAMIANA               "
44;"OVIEDO                                            ";907;"LUGAR";"VILLAMORSEN                                       ";"VILLAMORSEN              "
44;"OVIEDO                                            ";3009;"LUGAR";"VILLANUEVA                                        ";"VILLANUEVA               "
44;"OVIEDO                                            ";1228;"CALLE";"VILLANUEVA DE OSCOS                               ";"VILLANUEVA DE OSCOS      "
44;"OVIEDO                                            ";526;"CALLE";"VILLAR                                            ";"VILLAR                   "
44;"OVIEDO                                            ";2828;"LUGAR";"VILLARIN                                          ";"VILLARIN                 "
